commondata_001	commondata_002	commondata_003	commondata_004	commondata_009	uniquefloat_001
BOSSQQQQQ	1863598	25336737	安倍一二三	202112	1.0
BR8m6P2u3LruCE	7921057	11201937	花玹o	202112	3.0
Bart88992	4175525	17105859	Mars心結團	202112	1.0
Beginners2	5386492	18360877	真o狂野箭神	202112	1.0
Billy189	366158	4086901	菀玥o	202112	1.0
Billy189	366158	4112730	咪呦小狐狸	202112	10.0
C7557205	2415957	16065769	璃漓Ri	202112	1.0
CANDY7298463	8217750	7099780	NicE緋崙o	202112	1.0
CCAAYY6308	7984740	17019756	玉碎聲寒	202112	2.0
CJO4RM01114	3501433	1893023	屮最愛弓手屮	202112	1.0
CJO4RM01114	3501433	25536513	老帥哥殷殷兒	202112	1.0
COOKIE113033	5801565	11475215	星朵菈b	202112	1.0
CYI90303	2319167	15536165	狠劍豪	202112	1.0
Ch3CoOh2000002623977	5108738	25536317	Sann0303	202112	4.0
ChiangHsiangEn	8417624	26128381	鯊魚舅舅	202112	14.0
Christine0063	1177296	25766094	尹o佳	202112	4.0
Class33653122	3997128	14286796	一藍賊一	202112	1.0
Cops186728	3545129	2762280	黌鸗	202112	4.0
CutieHoney	3948236	4345414	FrankieB	202112	1.0
D28333432	8462372	16517404	釋迦武士G	202112	3.0
D7PE61BNJZDP8P2DWM1W	2574111	3388779	幻影X孤葉	202112	2.0
DAn00707	7524226	23192366	靡幫主	202112	1.0
DEATHTONY	646229	25359961	HE龍魔y	202112	1.0
DEATHTONY	646229	309840	Cliffyou	202112	1.0
DICK9017	5685088	7892115	斷情遊俠	202112	8.0
DORAEMONCCH	6392357	15214056	zAbssyBeastz	202112	2.0
DRAGONFLY58	7165917	16657858	楓花鏡凝	202112	1.0
DXXDXXDXX	673098	25295635	夕陽一縷炊煙	202112	2.0
Dan00815	4992303	9813686	詭魅寒風	202112	4.0
Dan123420	5678035	9350317	超帥吾之王	202112	1.0
Daniel1993424	910052	17173354	雷克斯大王	202112	1.0
Denny60204	843436	14533090	clover幻	202112	4.0
E1lPO0bKaYq9ilz391ax	6844993	4313196	風印夜使者	202112	6.0
E94891269	3567466	5943321	鏧寶寶	202112	2.0
ERIC9879	6025101	9120563	幻影呆法師	202112	1.0
EVO22403926	143922	23864836	麥勾歐北幕	202112	1.0
EricJason123456789	1948280	11594129	AmandaLi66	202112	1.0
F3291730	8154628	12096714	om浪跡天涯mo	202112	5.0
FA7824162	6392301	18485780	唉呦o他好	202112	1.0
FAP322333	2866847	5383601	召喚神聖	202112	15.0
FBI20061103	3603654	26030747	21雲樵02	202112	3.0
FOX88165	3248010	24544303	傑肥羊	202112	2.0
FOX88165	3248010	26191737	肥羊凱殷	202112	4.0
FRANK5109	2081573	12006040	Ts魄	202112	1.0
FTP252982	7814450	4110100	牽你手看月光	202112	1.0
Foreverlove224	231440	12495203	Cat喵喵喵o	202112	2.0
Frank5917	2030915	1578388	風騎龍	202112	1.0
G1244713	8168497	11709918	蒼穹o玥楓	202112	5.0
G166105661	7297118	16558272	派克dq0	202112	4.0
GAESJOE877863	7239200	11346334	忉珈	202112	5.0
GARY8285965	6438743	9108443	飯丸喝茶包	202112	1.0
GBXD88956	3124785	1826622	于咩乂幸	202112	6.0
GBXD88956	3124785	3922700	欣欣相遇	202112	3.0
GD123654	5275169	14849767	閃光o慟	202112	5.0
GD123654	5275169	17284854	百鬼殺隊	202112	1.0
GDJ123123	7604532	17840805	SNCSK	202112	1.0
GEORGE7614820	6095536	18148951	極致拳霸	202112	1.0
GGDD4477	3653295	15566067	筆筒娃娃	202112	1.0
GGDD4477	3653295	23594699	不良俏魔女	202112	3.0
GGDD6699	3432187	7728851	努力滑手機	202112	3.0
GGDD6699	3432187	7733340	非賣品的靈魂	202112	1.0
GGDD6699	3432187	7736531	百香雪泡奶	202112	1.0
GGG23167	5026757	18562595	只聽見期盼	202112	1.0
GH747336	2522095	16939668	Kanna懍	202112	1.0
GLAS1127	7928971	14211225	鬥乂浩	202112	4.0
GODMRBEAN	1974432	11346571	朝鮮女帝與正	202112	1.0
GODMRBEAN	1974432	11381490	資本主義暴徒	202112	1.0
GODMRBEAN	1974432	1280497	哈庫拉馬塔塔	202112	3.0
GREEN20215	2895242	15227197	海帶秘書	202112	3.0
GTO78123055	297948	18475795	V天國一輝V	202112	1.0
GTO78123055	297948	207399	Q小新Q	202112	3.0
GYGY7958	7924825	25782006	河馬小海狗	202112	5.0
GanLinNia	4308124	18694459	Oo魚之初oO	202112	3.0
GiGiteer	3547938	16523573	Pagame	202112	1.0
Greg61533	7409783	10996175	Odelette櫻	202112	3.0
H124643005	3277707	17267254	也是海	202112	3.0
H3182269	3819211	14433724	可可伊c	202112	1.0
H83428cl45p	2688535	7286313	戰神貿易	202112	1.0
HARRY4212	1739596	17901116	三種乳酪	202112	1.0
HCUEAFLMF	1363445	4517853	甄愛永遠	202112	1.0
HKCCLOUD	709072	18609852	普力特小商	202112	4.0
HKCCLOUD	709072	5270543	等到天晴離開	202112	4.0
HandSomeGay	5914072	17142166	Qo雪擁冰梅oQ	202112	2.0
HandSomeGay	5914072	6590360	Qo醉光陰oQ	202112	1.0
I8I5I085FUCK	6108714	3901399	穩到變憨包	202112	1.0
ILOVEYOUEVER	143943	1626494	Daedalus	202112	3.0
IMAGOD0001	7185269	7766235	GOD百步穿楊	202112	9.0
IVAN6666	6471252	4820086	龍騎IVAN	202112	2.0
Iamfireman	1465209	16937049	冰凍烤o布丁	202112	1.0
J122875331	8452913	24629115	當成笑話看	202112	2.0
JAA93045	6380966	9274318	昨夜西風凋零	202112	1.0
JACK123GOOD	8152181	9073904	虛無星滅	202112	15.0
JACK31901	5620611	15990030	歡樂闖江湖	202112	2.0
JACK31901	5620611	8322649	歡樂不分界	202112	1.0
JACKY0811031	2429395	2715144	龘沁骨龍魂龘	202112	4.0
JIMMY2155526	2571275	12267242	呼姆呼姆	202112	4.0
JIMMY5389469	4623445	11919078	Starry蛋蛋	202112	5.0
JOE25281368	3409594	5391597	鹹魚蛋炒飯	202112	1.0
JOHN820819	1486471	25462171	安倍滅舞	202112	2.0
JSTAR20512	2516205	3174953	乂月不落乂	202112	9.0
JackMaryzzz	7759860	15034480	月葉夜	202112	7.0
JackMaryzzz	7759860	24310117	中興湖畔	202112	3.0
JeffJojo	617415	13935762	oPrintShyNo	202112	2.0
JenniferChung2	3176106	12040244	不會被刪的恩	202112	1.0
Johnny1108	5898889	3802117	神偷影武者	202112	1.0
Johnson21107	5130176	13184410	小傑聖騎士	202112	4.0
Johnson21107	5130176	16868045	小傑夜使js	202112	1.0
Jones3408	1942087	2519053	洛克懷特	202112	3.0
Jones3408	1942087	25566475	HikaruShind	202112	3.0
JunioR10502	6498459	24126756	兵單趕快來	202112	1.0
K12779779	5096786	8079853	孤獨的神人	202112	6.0
K6645897184123	3706846	2625709	乂張無尾熊乂	202112	4.0
KCBRIGWZOMUSAPQDT	6248772	13499002	嘂矍小婕矍嘂	202112	2.0
KD1681682005	3627173	25198578	碧藍色珍珠紅	202112	1.0
KECHIN1975CC	6214592	6316162	0耍寶天才0	202112	2.0
KKK89463	8040927	8085351	Shenhu悠魂	202112	2.0
KWAKWA007711	3845010	24924477	大白兔檸檬皮	202112	3.0
Kevinone24786	5765243	13450776	Restart喵	202112	6.0
Kiee8594	5696761	16215773	泯o玥	202112	1.0
Kobe8077919	6448265	23696706	Puma豹哥	202112	5.0
L0988705550L	7967442	4768396	hoto修喔	202112	2.0
L12342345	6407444	16955694	a墅墅a墅墅	202112	2.0
L125049432	869978	6519689	混沌裁決者	202112	2.0
L4565897	1213240	25289215	披披歪歪	202112	1.0
L4716280	5104445	10342663	蔚藍的花鼠	202112	2.0
L5103341	6738851	25557399	蠱女孩	202112	2.0
L9920168	3702211	3676126	0幻龍盜影0	202112	10.0
LEO571130	7091496	19479487	0o涅墨西斯o0	202112	2.0
LEO571130	7091496	26160365	卡查伊斯Kaze	202112	1.0
LF2aegis	5687782	14116378	日系a嘎斌	202112	3.0
LF2aegis	5687782	14366840	光o忍	202112	3.0
LIN23389285	3325794	2588757	p奧斯卡q	202112	3.0
LINLIN7792661259	6259373	13299084	Q如夢Q	202112	1.0
LION833910	4374582	17147206	UEN轉車車1	202112	1.0
LJ193745862LJ	8019606	23022764	o快樂奶油師o	202112	1.0
LKK33999	5737170	13355497	甜不要辣	202112	4.0
LL11223350634	5551265	10157903	怷浟c	202112	1.0
LMX168999	3153942	25710181	揶孟迦德	202112	5.0
LOVE200398	754988	26061658	逍遙龘弓	202112	2.0
LOVE345899	4537401	16506523	小胖子0x0	202112	7.0
LOVE8820	3189194	12550808	Sky彩虹x	202112	2.0
Ls015O0Of13lf5SJowH	6820757	4172793	玥葆棠	202112	1.0
LsOhViEa	6083600	18443084	一覺到午後	202112	1.0
M0492422107	6186729	17655802	秋禾楓狐	202112	3.0
MARTINTEN	4290292	24888836	夢蒔繪	202112	6.0
MAX77919	6308549	18517719	戰鬥天使阿法	202112	5.0
MG010394	5090062	5810981	敏和	202112	3.0
MIKE610418	4948200	17252733	haihaiLOVE	202112	1.0
MIKE610418	4948200	6189836	冪黑蘭亞斯冪	202112	1.0
MITC201002	7900689	15749608	東方快炒	202112	1.0
MOMOKO233	5415367	17137453	哈利小俠	202112	5.0
MOMOKO233	5415367	17841489	哈利吾狼	202112	2.0
MOMOKO233	5415367	25736079	DPSSHAKER	202112	2.0
MOMOKO233	5415367	25736093	哈利小玄	202112	2.0
MOMOKO233	5415367	25977913	哈利小劍豪	202112	1.0
MS074520go	2850003	5497699	乂狂豹弩手	202112	4.0
MSOKEDPLUM	5839404	8072934	神o吳小家o使	202112	1.0
MSU121774067	6004820	17061611	柳漓	202112	3.0
MapleStory84576	4855012	16749186	x浪漫o突進x	202112	1.0
Mark631111	1328215	9932175	FateLachesis	202112	10.0
Mestakers	2755955	11757080	燼御魂	202112	1.0
N12554332	7217606	11344800	璃烯蝶兒	202112	9.0
N126131655	2950518	11189033	首富愛舒莎	202112	4.0
NICK8723350	2877899	18696588	皎潔o月光夯	202112	8.0
NICK8723350	2877899	23568317	放尊重別秘我	202112	1.0
NICO45300	3935350	6784459	諾爾羅	202112	2.0
NICO45300	3935350	7582436	紅姬x倉庫	202112	12.0
NO850430	6829207	26128903	神奇卷毛魂	202112	3.0
NYY3319103LLK	4860626	10944564	live沁月o	202112	2.0
O1122361225	1404332	18097200	aq絔衽	202112	1.0
O1122361225	1404332	18509741	aq略言	202112	1.0
O1122361225	1404332	6157506	aq影絮	202112	2.0
O1122361225	1404332	8073014	aq那岐	202112	1.0
O605163206	6063927	25997176	吃萊豬得永生	202112	3.0
OAWIND321	4583409	11963868	乂豹豹獵人爻	202112	1.0
OAWIND888	6623805	17095411	ARDELLS	202112	1.0
OHYRJKLF	759506	18373097	一標雙雕	202112	1.0
OKe87223	4957391	17050054	炎小森	202112	2.0
OO00O0O01ll	6822451	12561917	潮猛c	202112	1.0
OO00O0O01ll	6822451	17278717	Loveproof	202112	1.0
OO71039145	8577226	25921321	我4維維	202112	3.0
OPIHopj1657LJKM	8175260	10480687	楓葉神鬼HIGH	202112	2.0
OROCHI97	3564729	2458101	神之女小Q	202112	2.0
ORZ880410	3967311	8061518	緞君衡o	202112	1.0
OXFOOF7658975OX569bo	5915983	15965118	一刀斷流	202112	1.0
OxjackxO	4992528	17118114	影武欸墨玄	202112	10.0
P116569406	5355939	9187089	Der凱	202112	1.0
P54324321	6232422	3381327	藉藉妹	202112	2.0
PAN8080123	3419590	13889162	打不到的勇者	202112	4.0
PAN8080123	3419590	14012221	犀利客	202112	1.0
PAN8080123	3419590	15209947	妍希殺手	202112	3.0
PAN8080123	3419590	18405889	殺不死的墨玄	202112	1.0
PAN8080123	3419590	18585417	破不到的勇者	202112	1.0
PCLIN3691	3502057	16660767	小力76	202112	1.0
POLA8888	4864542	3653363	oQ妹子Qo	202112	2.0
PPq89433	7163634	11813583	莓友瓔京	202112	8.0
PYRITE1230147	5430470	11797445	久遠的魔術師	202112	1.0
Q121745106	3673334	1201191	玄鳳鸚鵡	202112	2.0
Q123805534	372489	471642	歐俠	202112	2.0
Q2159356	6232088	14130871	黃色聖誕小貓	202112	2.0
Q22726573	6411131	14248274	夢雪雲嫣	202112	1.0
Q22726573	6411131	25708665	夢薰奇緣	202112	1.0
Q654321asx	3738576	14990590	Q睡貓貓Q	202112	4.0
Q8970088	809359	8617635	遊玩天地	202112	1.0
Q8970088	809359	8846728	遊玩a聖魂	202112	1.0
Q987687654	6919353	16520821	a釉佑a	202112	5.0
Q987687654	6919353	3326439	惡魔i鳳凰	202112	3.0
QA72308WS	7620884	15198726	其珠壯大向	202112	2.0
QE965874	7013525	18738637	KBA哥	202112	2.0
QQ037720330	3320013	16710547	極邊緣的那種	202112	3.0
QQ121358	8196628	25242565	機器哈里斯	202112	1.0
QQ821116WW	3847856	11611797	湖馨專用80趴	202112	2.0
QWE526363X	6371862	17029213	Andy58576	202112	1.0
QWJKY1952	7780522	14289906	影武者洛洛	202112	1.0
R124850927	8477229	16362058	麇艾涅c	202112	1.0
R7K6P2T8	2135263	22867510	寒霰	202112	1.0
RAY90905	5197137	24298667	赤守堅心可可	202112	1.0
RICK1113	5899450	18482165	綠豆圓環	202112	1.0
RIPPLEMAO20	6580925	9227936	mao望望oam	202112	5.0
ROBIN92216	3757699	6412157	搞笑a雞	202112	1.0
RQ522188	5153362	10445995	雙翼影煞	202112	9.0
RTYUFGHB	5212386	13518476	梓藤a楓月	202112	1.0
Rainbowwings	5209852	3270483	o琉璃伶o	202112	2.0
S1023574822	3573021	11943829	劼媚c	202112	16.0
S124707762	7745579	26104328	Falxloin	202112	3.0
S163A163	6930505	9484990	redeyes樂	202112	1.0
S199786S	2709118	16519949	Fancytrice	202112	4.0
S4021517	3670559	11590152	Oo疾風飛賊oO	202112	2.0
S8965451S	8552022	25987254	8000戰地角	202112	1.0
SAFE0988	5264659	15597043	霍袀	202112	8.0
SAFE0988	5264659	16035914	Spec任性	202112	3.0
SANNEY05	3279571	2552825	夢楓記	202112	5.0
SD0779650	5949351	14535132	咇m碓冰	202112	1.0
SDFC9582	5915138	15634453	夢幻雨弦	202112	1.0
SECRETARY11217	6274595	3979258	美咪喵喵	202112	6.0
SEVEN763	28733	8270576	修羅訣	202112	13.0
SHICHUAN1111	7065441	8185636	懷特美波	202112	2.0
SLKEYES2192	7072673	4494688	乂月薇乂	202112	3.0
SMIlE7273	8515550	14216487	NiGhT夜月o	202112	2.0
ST846626	8074160	12114304	戀芯雅	202112	6.0
ST846626	8074160	12528801	Eliyas	202112	2.0
STROKE222	3248552	17236897	uzradbaac	202112	1.0
SYXWH1138	7138907	11267122	Colorsss	202112	1.0
ShinStealViperWeewee	8437537	15565499	缺水缺電缺錢	202112	20.0
ShinStealViperWeewee	8437537	15874890	有阿樂沒輪燒	202112	3.0
Smell579taste102	4201168	3217174	x稚氣傻妹x	202112	3.0
Steven1996Steven	6454535	26253088	chaocozzzzz	202112	2.0
T124519165	5048556	18362787	Astonish凜玥	202112	4.0
T8931401	3320886	25263666	花陸玖	202112	2.0
T90008157b3015463074	12660672	7564265	夏季不滅	202112	1.0
T9000dcc980766976280	13818228	11800723	o拐拐	202112	11.0
T9001f6b918191672100	20745528	16299513	蝶索斬月	202112	5.0
T9002471eb3812623405	21162616	15692518	我摸一下	202112	1.0
T900258ff41593066320	21025901	15115843	琉璃百轉	202112	3.0
T90028e9cd8849955014	20426742	14473566	劍仙Link靈	202112	1.0
T9003661d37942420665	21122583	17098395	MelodyMarkz	202112	14.0
T9003661d37942420665	21122583	17293256	大魔導4冰雷	202112	1.0
T90037e61b5231250171	18790286	26141651	終極一斑老大	202112	1.0
T9003a5a841111341055	20502513	14203238	烏冬風鈴	202112	2.0
T90041b2673221221525	10843984	7680157	Funghi雅	202112	1.0
T90041fdb13283262209	17323717	9625853	缺水錢的琦琦	202112	1.0
T9005a12129516794271	13961582	23579364	TiaoHue	202112	2.0
T900647a7e4474315002	13354161	14295270	晴若雲	202112	8.0
T90065efb84873263691	8027813	7869164	樂園天使	202112	3.0
T90065efb84873263691	8027813	8793004	室火豬	202112	2.0
T9007562a95581222056	17006267	13859873	乂我想靜靜乂	202112	3.0
T9007562a95581222056	17006267	16460018	看我囂張的眼	202112	1.0
T9007868785245833136	10685638	16544488	新星派夜光	202112	1.0
T9007d2d656138534525	21233665	16184423	木木雨子	202112	2.0
T9007f49f91617402624	20661672	14233737	酸橙冰	202112	2.0
T9007f76da6315921483	9535290	17139270	小嬰華麗吐奶	202112	2.0
T900817eb12661021446	8881125	6421614	雪戀乂姬	202112	11.0
T90081eb0f8702337910	17728159	15835400	星月紫雨o	202112	1.0
T90082d0cd1389322426	20994960	25249605	HangOnTamer	202112	1.0
T90091611b6183516238	21165225	15795800	c禁忌	202112	1.0
T900923aa42201392690	21338879	16351352	電厂大爺	202112	1.0
T9009ac2ea5222822092	18480246	15921287	夏亞妃	202112	2.0
T9009eefbe6816500234	17719170	24328719	阿瓜鳥	202112	1.0
T9009eefbe6816500234	17719170	24351417	阿巴鳥	202112	1.0
T9009eefbe6816500234	17719170	26306157	濡鴉語沫	202112	1.0
T900b40c0c7339016446	20324968	25492128	一斬風月oo	202112	3.0
T900b8f19b9134585496	9214250	18402954	櫻海冰萱	202112	1.0
T900b94b3f5205964537	21193777	18770621	微笑孩子Dcup	202112	1.0
T900c197278418139328	21215450	15859150	櫻雨星稀	202112	1.0
T900cca9ed5335947502	18791262	15332925	阿青一號	202112	2.0
T900df6c2a8930678092	17375695	11680639	oV燚燚Vo	202112	5.0
T900e44f237758054212	17242825	18488695	Mesopelagic	202112	1.0
T900e818962963985436	20990390	16385848	龍神852	202112	1.0
T900f4806c0715560315	20653351	14173685	番薯畫糖老虎	202112	3.0
T900f56e6c3422338984	20209231	13790240	栗夕	202112	2.0
T900f8dee34277663289	10900610	23932319	似橆	202112	1.0
T900f8ea6e1537708745	11615500	15337147	夜刀神乂黑	202112	1.0
T9010229354604131853	18018264	11785014	乂老朽乂	202112	2.0
T9010229354604131853	18018264	11788365	乂七公乂	202112	2.0
T90103dc3b4556859573	13416456	25450473	Z0RI	202112	6.0
T9010fdb038554568254	20372491	12043125	麻辣香鍋c	202112	1.0
T9010fdb038554568254	20372491	13712497	v刀劍如夢v	202112	12.0
T9010fdb038554568254	20372491	13800005	珂朵莉z	202112	1.0
T9010fdb038554568254	20372491	18777340	搬磚工	202112	1.0
T9010fdb038554568254	20372491	26221243	海藻頭c	202112	10.0
T9011517a62943551062	20669515	14222981	金角大王的豬	202112	5.0
T901191d7e5311579580	21152064	26207102	飄染隨風	202112	7.0
T901253dc23019061538	20709358	18341555	憂鬱到想放炮	202112	1.0
T90127b6fd0919303315	20998151	26163988	原鄉	202112	5.0
T90127b6fd0919303315	20998151	26167695	緣鄉o隱	202112	5.0
T90127b6fd0919303315	20998151	26407602	祭靈月	202112	3.0
T90133e04d3873890162	20978819	14913813	斬狂瀾	202112	2.0
T9013789b29651471099	18521950	24008334	椿絃o	202112	3.0
T9014051d08105876592	11650919	11615387	抽抽抽抽大獎	202112	2.0
T90140ee137362190846	18789612	16055971	綠水番仔王	202112	1.0
T901495f729193756516	6886203	4188542	星月之溯	202112	9.0
T9014c87a95345359581	12559575	8872375	Devil漜	202112	1.0
T901586cc54038638474	20689298	14242308	晚燈秋笙	202112	2.0
T9015ea6f40608555785	18570043	11876546	夜夜軒轅	202112	2.0
T9017d27a48459148717	12062742	13732999	艾a芝5	202112	1.0
T9017f94e71664074612	13227448	26244755	盜號都7414	202112	2.0
T90181d4f39069640464	18848142	24337333	淺淺細雨	202112	15.0
T9018428106415964933	17657304	16757853	花萬劍	202112	4.0
T90188d0404378954975	12273333	11878829	崖上的bo妞	202112	1.0
T9018f60723232167833	9741158	11937929	傻黑狐	202112	1.0
T9019302ec4175550574	17180127	15809225	曾經嘉藥人	202112	4.0
T90194c37b6430030592	20971752	26236970	熊貓小陰陽	202112	9.0
T901965fb22862635630	10408359	18536542	專i情人	202112	1.0
T9019989cc0913988585	9801380	4135289	阿就那個誰	202112	5.0
T9019a14963826819961	21004300	16378982	Levy87	202112	2.0
T9019b2bb48182523102	18852806	24339074	Q青微Q	202112	1.0
T9019f953e1443958237	8852783	16383784	ChenWu888	202112	4.0
T901a105712531030596	15903376	25249441	春末的大雨c	202112	1.0
T901a1fa7f1886007574	10478425	25382689	陰陽流轉如意	202112	1.0
T901a718042861548431	21346627	12039332	嚕拉拉兔	202112	1.0
T901a87c368337162027	8957742	26235921	擱淺的鯉魚王	202112	2.0
T901aed8191566635478	17230815	24602386	angelmapl	202112	1.0
T901be04ef6496724081	21217336	15875107	泡泡糖oeo	202112	8.0
T901bf75942236980439	21334201	12039817	Merce蒂雅o	202112	3.0
T901cec2a10141042812	21350999	16458940	李嘟嘟哈	202112	1.0
T901daf4755071909115	20967506	11545886	鬼之小董	202112	5.0
T901db108e5518214763	20441425	13794497	流風南肅	202112	3.0
T901efe4ff2400084376	21137732	18464936	曼曼曼曼曼	202112	1.0
T901f3a7027518131496	21083729	15389872	憤怒的艾莉絲	202112	8.0
T901fcaa1f1183756273	18450898	10115485	甜蜜戀唇c	202112	1.0
T901fd0e540469761656	18156891	15557788	Daguanvid	202112	8.0
T901ff5b056015565119	19301632	13878205	鐵甲小寶z	202112	2.0
T90200b7451479329809	21345110	16448515	七星硬盒3	202112	2.0
T9020540d76673592900	17938616	11598046	羊駝肉	202112	3.0
T9020944a83920520011	17979702	9806840	人間白雪u	202112	1.0
T9020dcb945526000953	14688563	10595415	人工綠豆水	202112	4.0
T9020fd5de5000015742	20486395	13858779	我布吉島	202112	8.0
T9021120cb6092463009	13844051	8611546	Mixz小隱	202112	1.0
T902119f868539235479	21332996	16438260	醉婉笙歌i	202112	2.0
T90211bde79529401969	21223253	26255056	issuepaper	202112	32.0
T90215d8938434642281	21248169	16007749	怜沁	202112	1.0
T90215d8938434642281	21248169	16382574	天音塞莉卡	202112	6.0
T9021b26403612623726	13838356	15754982	oo迷咪鹿	202112	10.0
T9021c26870017958798	17403413	10950741	a羽殤q	202112	1.0
T9022e6c115543538711	13772056	24405577	0o瑜o兒o0	202112	1.0
T9022e6c115543538711	13772056	26287498	欣z欣z	202112	3.0
T90233eab53403972633	8878027	9748512	謎幫主	202112	1.0
T9024081e44797583284	8613661	16449601	LaFleurFane	202112	2.0
T90245b4756678468597	21066955	18415491	誠懇的芳艸	202112	3.0
T9024830966250512224	19144800	13497963	閃電德韋恩	202112	7.0
T902496b189350511840	21350972	16458784	飛標土狗	202112	2.0
T9024bc7c17198418850	21204766	26221104	星之喵貓	202112	1.0
T9024bfe603210689398	21025200	15297979	進擊De狂戰士	202112	1.0
T9024bfe603210689398	21025200	15353962	進擊De阿戴爾	202112	3.0
T9025024c30893251622	8923981	16468210	卡客雅	202112	1.0
